id,sura,aya,translation,footnotes
160,2,153,"O you who believe, seek help in patience and prayer, for Allah is with those who are patient[67].",[67] Allah is with them; by guiding and supporting them.
161,2,154,"And do not say that those martyred in Allah’s way are dead. Rather, they are alive, but you do not perceive it.",
162,2,155,"We will surely test you with something of fear and famine, and loss of property, lives and fruits. But give glad tidings[68] to those who are patient.","[68] As much as there are hardships and trials, there are rewards and favors."
163,2,156,"Those when afflicted with a disaster, say, “We belong to Allah, and to Him we will return.”",
164,2,157,"They are those upon whom are blessings and mercy from their Lord, and it is they who are guided.",
165,2,158,"Indeed, Safa and Marwah [mounts] are among the symbols of Allah. So whoever performs the pilgrimage or ‘Umra, there is no blame upon him to go between them[69]. And whoever does good voluntarily, then Allah is All-Appreciative, All-Knowing.","[69] Some believers had previously feared that this might be a pagan practice, so Allah confirms that this is among the rites of Islam."
166,2,159,Those who conceal the clear proofs and guidance that We have sent down – after We explained it clearly to people in the Scripture – it is they who are cursed by Allah and will be cursed by those who curse[70].,"[70] From among the angels, the prophets, and the believers."
167,2,160,"Except for those who repent, mend their deeds, and clarify the truth; I will surely accept their repentance, for I am the Accepter of Repentance, the Most Merciful.",
168,2,161,"Those who disbelieve and die as disbelievers are cursed by Allah and the angels, and by all people.",
169,2,162,"They will abide in [the curse] forever. Their punishment will not be lightened, nor will they be granted any respite.",
170,2,163,"And your god is one God. None has the right to be worshiped except Him – the Most Compassionate, the Most Merciful.",
171,2,164,"Indeed, in the creation of the heavens and earth; the alternation of the night and day; the sailing of the ships in the sea for the benefit of people; the sending down of rain from the sky by Allah, reviving thereby the earth after its death; the spreading of all kinds of creatures therein; the directing of the winds and clouds between the sky and earth – in all these, there are signs[71] for people of understanding.",[71] There are two āyāt (signs) leading to belief: Quranic verses and cosmic signs. The signs meant in this verse are cosmic.
172,2,165,"And among people, there are some who take others as equals to Allah[72]: they love them as they should love Allah. But those who believe are stronger in their love for Allah. If only the wrongdoers could see the punishment, they would surely realize that all power belongs to Allah and that Allah is severe in punishment.","[72] In spite of all these clear signs, some people still worship false deities besides Allah."
173,2,166,"[Consider] when those who were followed, they will disown their followers when they see the punishment, and all ties between them will be cut off.",
174,2,167,"The followers will say, “If only we could have another chance, so we could disown them as they have disowned us.” Thus will Allah show them their deeds as sources of regret, and they will never get out of the Fire.",
175,2,168,"O people, eat from what is lawful and good[73] on earth, and do not follow the footsteps of Satan, for he is your sworn enemy.","[73] Two conditions for consuming food: lawful, and beneficial; not harmful."
176,2,169,"He only orders you to commit evil and immoral deeds, and to say concerning Allah what you do not know[74].",[74] Falsely claiming that Allah made one thing lawful and another unlawful.
177,2,170,"When it is said to them, “Follow what Allah has sent down,” they say, “Instead, we follow what we found our forefathers doing.” [Would they do so] even though their forefathers had no understanding, nor were they guided?",
178,2,171,"The similitude of those who disbelieved is like cattle not understanding the calls of the shepherd except shouts and cries. They are deaf, dumb, and blind[75]; and they understand nothing.",[75] Their senses are not tuned to divine admonition.
179,2,172,"O you who believe, eat of the good things[76] We have provided for you, and be grateful to Allah, if you truly worship Him alone.",[76] Healthy and wholesome.
180,2,173,"He has only forbidden to you carrion, blood, the flesh of swine, and what has been sacrificed to other than Allah. But if someone is compelled by necessity – neither driven by desire nor exceeding immediate need – then there is no sin upon him; for Allah is All-Forgiving, Most Merciful.",
181,2,174,"Those who conceal the revelation of Allah’s Book and purchase thereby a small price, consume nothing into their bellies except fire. Allah will not speak to them on the Day of Resurrection nor will He purify them, and for them there will be a painful punishment.",
182,2,175,They are those who trade guidance for misguidance and forgiveness for punishment. How patient they must be to withstand the Fire[77]!,[77] Allah is mocking their ignorance for exchanging bliss of Paradise with punishment of Hellfire.
183,2,176,That is because Allah has sent down the Book in truth. And those who differ over the Book are surely in extreme dissension.,
184,2,177,"It is not righteousness to turn your faces towards the east or the west, but righteousness is to believe in Allah, the Last Day, the angels, the Scriptures, and the prophets; and to give charity out of one’s cherished wealth to relatives, orphans, the needy, the wayfarer, beggars, and to free slaves; to establish prayer and give zakah; to fulfill the ratified pledges; to be patient at times of hardship, adversity, and during the battle. Such are the true believers, and such are the righteous.",
